"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"2546","IS2815"," 6","1192.8990","800.5171"," 715005.5","2873"
"2547","IS2815"," 7","1234.0814","757.7498"," 703971.5","2911"
"2548","IS2815"," 8","1262.8210","779.5364"," 713503.5","2941"
"2549","IS2815"," 9","1242.3884","745.5229"," 685587.5","2823"
"2550","IS2815","10","1220.8399","799.1408"," 722569.5","2913"
"2551","IS3436"," 1"," 982.0642","553.3946"," 373934.5","2203"
"2552","IS3436"," 2","1030.4892","604.3906"," 442041.0","2338"
"2553","IS3436"," 3"," 986.4249","479.1495"," 327930.5","2157"
"2554","IS3436"," 4","1041.5608","613.1096"," 438792.5","2315"
"2555","IS3436"," 5"," 889.1350","479.2917"," 314174.0","2032"
"2556","IS3436"," 6"," 909.5367","577.4204"," 359277.0","2044"
"2557","IS3436"," 7"," 929.1986","444.7715"," 291897.5","2001"
"2558","IS3436"," 8"," 972.9877","469.6185"," 305081.0","2122"
"2559","IS3436"," 9"," 937.2065","485.9441"," 322523.0","2090"
"2560","IS3436","10","1012.7527","533.8164"," 369353.0","2224"
"2561","IS3547"," 1","1260.6697","719.7111"," 690794.0","2956"
"2562","IS3547"," 2","1332.2462","735.8820"," 696117.5","2931"
"2563","IS3547"," 3","1301.6459","684.8545"," 657643.5","2883"
"2564","IS3547"," 4","1224.6216","717.9720"," 637426.0","2778"
"2565","IS3547"," 5","1284.9755","751.7054"," 720495.5","2963"
"2566","IS3547"," 6","1219.4753","684.4058"," 611922.0","2790"
"2567","IS3547"," 7","1285.0751","687.3902"," 658945.0","2870"
"2568","IS3547"," 8","1210.7287","642.3503"," 572986.5","2783"
"2569","IS3547"," 9","1261.3342","750.4530"," 694082.0","2916"
"2570","IS3547","10","1215.9593","720.5562"," 641454.0","2812"
"2571","IS4060"," 1","1069.0299","600.7437"," 461338.0","2356"
"2572","IS4060"," 2","1091.9414","622.2056"," 490262.5","2415"
"2573","IS4060"," 3","1007.9608","566.7284"," 418729.5","2223"
"2574","IS4060"," 4","1056.1274","606.9050"," 467821.5","2347"
"2575","IS4060"," 5","1166.2941","567.9374"," 475452.5","2491"
"2576","IS4060"," 6","1172.4696","587.7056"," 500081.0","2580"
"2577","IS4060"," 7","1104.4297","611.3906"," 492232.5","2449"
"2578","IS4060"," 8","1004.1195","586.8783"," 417104.5","2221"
"2579","IS4060"," 9"," 939.4605","547.0108"," 364637.0","2054"
"2580","IS4060","10","1099.3307","640.7098"," 500924.5","2415"
"2581","IS9146"," 1"," 858.4201","498.1908"," 318142.5","1937"
"2582","IS9146"," 2"," 889.0022","575.0660"," 385994.0","2052"
"2583","IS9146"," 3"," 955.0607","580.8259"," 408991.5","2193"
"2584","IS9146"," 4"," 943.6551","560.4240"," 387607.0","2120"
"2585","IS9146"," 5"," 868.1993","535.9449"," 357486.5","2021"
"2586","IS9146"," 6"," 826.0278","517.4523"," 314180.5","1919"
"2587","IS9146"," 7"," 799.5255","505.3122"," 302425.5","1865"
"2588","IS9146"," 8"," 802.7117","484.3171"," 282711.0","1806"
"2589","IS9146"," 9"," 816.4368","483.3344"," 288057.0","1836"
"2590","IS9146","10"," 851.3577","515.3944"," 331423.5","1957"
"2591","IS9249"," 1"," 825.7421","536.7838"," 335037.5","1943"
"2592","IS9249"," 2"," 944.7476","585.1277"," 408398.5","2159"
"2593","IS9249"," 3"," 959.8021","630.0695"," 442464.0","2190"
"2594","IS9249"," 4"," 958.2322","610.2289"," 436597.0","2230"
"2595","IS9249"," 5"," 996.0924","656.2946"," 487020.5","2297"
"2596","IS9249"," 6"," 926.7794","608.9713"," 426068.5","2167"
"2597","IS9249"," 7"," 916.2281","576.0650"," 395570.0","2120"
"2598","IS9249"," 8"," 909.0655","524.7631"," 358738.0","2076"
"2599","IS9249"," 9"," 900.8107","571.1011"," 358732.5","2093"
"2600","IS9249","10"," 957.9353","599.4205"," 426120.0","2180"
"2601","IS6900"," 1","1060.1830","603.5335"," 442589.0","2332"
"2602","IS6900"," 2"," 974.3726","627.2446"," 440977.0","2254"
"2603","IS6900"," 3","1062.0306","724.2541"," 557726.5","2545"
"2604","IS6900"," 4","1069.3835","710.0820"," 554020.5","2483"
"2605","IS6900"," 5","1054.8635","749.8383"," 583827.5","2511"
"2606","IS6900"," 6","1090.0885","746.4999"," 582685.0","2540"
"2607","IS6900"," 7","1108.8232","729.0603"," 569065.0","2576"
"2608","IS6900"," 8","1071.4000","712.8785"," 536205.5","2467"
"2609","IS6900"," 9","1065.9775","756.9203"," 577386.5","2557"
"2610","IS6900","10","1061.2413","650.5241"," 485473.0","2392"
"2611","IS10475"," 1","1238.0101","674.3968"," 602957.0","2788"
"2612","IS10475"," 2","1191.2250","697.2738"," 595313.5","2805"
"2613","IS10475"," 3","1281.5623","739.3382"," 693822.0","2910"
"2614","IS10475"," 4","1181.6277","705.5810"," 626421.5","2789"
"2615","IS10475"," 5","1245.4449","730.0941"," 670689.0","2864"
"2616","IS10475"," 6","1249.6756","695.5157"," 631169.0","2878"
"2617","IS10475"," 7","1242.6154","758.9508"," 673213.0","2930"
"2618","IS10475"," 8","1155.9931","656.9728"," 579856.5","2743"
"2619","IS10475"," 9","1169.2776","719.8890"," 630145.5","2747"
"2620","IS10475","10","1257.5484","775.6155"," 730927.5","2901"
"2621","IS10646"," 1","1049.6790","594.1817"," 470591.0","2424"
"2622","IS10646"," 2","1061.2620","576.3723"," 452165.0","2368"
"2623","IS10646"," 3","1081.8119","616.1764"," 473980.0","2478"
"2624","IS10646"," 4","1012.6584","642.5010"," 505012.0","2442"
"2625","IS10646"," 5","1038.4989","605.7589"," 479753.5","2413"
"2626","IS10646"," 6"," 880.0477","483.7692"," 306208.5","1983"
"2627","IS10646"," 7"," 972.5868","595.6846"," 432017.0","2278"
"2628","IS10646"," 8","1040.3408","657.5259"," 509327.5","2447"
"2629","IS10646"," 9","1031.7228","594.5977"," 468578.0","2426"
"2630","IS10646","10"," 992.6147","665.9684"," 490966.5","2387"
"2631","IS13868"," 1","1087.1766","715.5452"," 580934.5","2539"
"2632","IS13868"," 2","1057.8714","645.7325"," 504764.5","2437"
"2633","IS13868"," 3","1019.9593","700.3495"," 522322.0","2454"
"2634","IS13868"," 4"," 971.6059","581.9180"," 405717.5","2245"
"2635","IS13868"," 5","1109.3372","696.6971"," 562082.0","2556"
"2636","IS13868"," 6"," 985.6495","651.2528"," 452375.0","2208"
"2637","IS13868"," 7","1043.7289","668.4993"," 507118.0","2412"
"2638","IS13868"," 8","1107.5062","708.0935"," 568877.5","2567"
"2639","IS13868"," 9","1027.1772","637.1432"," 466469.5","2361"
"2640","IS13868","10"," 947.4012","665.3032"," 452143.5","2233"
"2641","IS13869"," 1"," 908.0204","585.2049"," 383051.0","2102"
"2642","IS13869"," 2","1028.5845","632.3720"," 485470.5","2377"
"2643","IS13869"," 3"," 935.9514","568.8319"," 400410.0","2180"
"2644","IS13869"," 4"," 915.0787","566.6660"," 378890.0","2114"
"2645","IS13869"," 5","1042.4131","669.1349"," 499892.0","2436"
"2646","IS13869"," 6"," 911.1597","588.9023"," 393179.0","2118"
"2647","IS13869"," 7","1038.0197","635.0977"," 488162.5","2403"
"2648","IS13869"," 8"," 877.2651","546.7287"," 359173.0","2052"
"2649","IS13869"," 9","1019.3944","661.2916"," 493583.5","2371"
"2650","IS13869","10"," 887.5748","537.4161"," 371258.0","2094"
"2651","IS13870"," 1","1069.6401","673.1002"," 518468.5","2471"
"2652","IS13870"," 2","1162.7080","673.3118"," 568045.5","2625"
"2653","IS13870"," 3","1102.1093","602.8032"," 491746.5","2497"
"2654","IS13870"," 4","1101.3560","647.9449"," 524726.0","2510"
"2655","IS13870"," 5","1055.9735","649.4330"," 506249.5","2461"
"2656","IS13870"," 6"," 995.2653","568.2133"," 402808.5","2271"
"2657","IS13870"," 7"," 924.4425","563.7333"," 372869.5","2109"
"2658","IS13870"," 8"," 992.5810","544.0533"," 389532.0","2240"
"2659","IS13870"," 9"," 960.6836","588.8765"," 402650.5","2253"
"2660","IS13870","10","1104.5089","677.6695"," 549711.0","2562"
"2661","IS13872"," 1","1085.7366","698.0699"," 604491.0","2636"
"2662","IS13872"," 2","1162.1192","745.8073"," 621055.0","2702"
"2663","IS13872"," 3","1168.2097","818.7528"," 700831.5","2885"
"2664","IS13872"," 4","1120.2178","751.9323"," 639159.0","2718"
"2665","IS13872"," 5","1138.0127","775.8261"," 665309.5","2817"
"2666","IS13872"," 6"," 996.7066","682.2951"," 494800.5","2379"
"2667","IS13872"," 7","1086.3885","714.2307"," 609118.0","2640"
"2668","IS13872"," 8","1100.4890","753.4669"," 621297.0","2646"
"2669","IS13872"," 9","1130.8448","787.0390"," 653458.0","2686"
"2670","IS13872","10","1147.7129","756.5228"," 628964.5","2699"
"2671","IS17645"," 1","1173.9016","557.9045"," 498530.5","2581"
"2672","IS17645"," 2","1189.3347","570.3592"," 522553.0","2684"
"2673","IS17645"," 3","1220.4270","622.4682"," 584082.5","2743"
"2674","IS17645"," 4","1234.6740","531.2058"," 495946.0","2682"
"2675","IS17645"," 5","1178.7485","486.9402"," 467809.5","2631"
"2676","IS17645"," 6","1086.6030","437.9079"," 373139.5","2405"
"2677","IS17645"," 7","1100.3290","454.7258"," 396314.0","2396"
"2678","IS17645"," 8","1196.7126","527.0647"," 494923.5","2633"
"2679","IS17645"," 9","1243.2683","628.9391"," 590905.0","2810"
"2680","IS17645","10","1149.3320","534.7785"," 489036.0","2620"
"2681","IS18551"," 1"," 931.7430","707.9624"," 459900.5","2267"
"2682","IS18551"," 2"," 872.6110","672.1781"," 421660.5","2095"
"2683","IS18551"," 3"," 975.2051","708.3894"," 497650.5","2349"
"2684","IS18551"," 4"," 973.9697","725.8347"," 502642.0","2386"
"2685","IS18551"," 5"," 908.0231","693.2830"," 458996.0","2288"
"2686","IS18551"," 6"," 881.1470","643.4908"," 409124.5","2127"
"2687","IS18551"," 7"," 960.2666","690.5915"," 471640.0","2302"
"2688","IS18551"," 8"," 940.9623","772.9810"," 527670.5","2355"
"2689","IS18551"," 9"," 912.8729","704.3258"," 476064.5","2313"
"2690","IS18551","10"," 971.0597","721.9453"," 499865.5","2305"
"2691","IS18729"," 1"," 835.7900","916.8116"," 614423.0","2734"
"2692","IS18729"," 2","1138.7590","644.0344"," 551472.5","2619"
"2693","IS18729"," 3","1185.4016","681.9149"," 626849.5","2709"
"2694","IS18729"," 4","1184.9726","661.0786"," 587986.5","2709"
"2695","IS18729"," 5","1107.3446","693.1736"," 584673.5","2643"
"2696","IS18729"," 6","1154.0407","689.5251"," 592660.0","2648"
"2697","IS18729"," 7","1176.2266","651.4145"," 587509.0","2680"
"2698","IS18729"," 8","1139.8114","675.0327"," 573784.0","2634"
"2699","IS18729"," 9","1203.3038","735.2491"," 670590.0","2808"
"2700","IS18729","10","1138.5838","707.1056"," 599382.5","2661"
"2701","IS4360"," 1","1219.4888","663.5411"," 595589.0","2680"
"2702","IS4360"," 2","1260.4864","619.3657"," 560077.5","2699"
"2703","IS4360"," 3","1265.8629","740.4309"," 682884.0","2822"
"2704","IS4360"," 4","1263.6712","667.5842"," 607022.5","2757"
"2705","IS4360"," 5","1225.5693","679.4720"," 585968.5","2703"
"2706","IS4360"," 6","1259.5209","717.0544"," 670643.0","2856"
"2707","IS4360"," 7","1302.4581","835.8112"," 729605.5","2985"
"2708","IS4360"," 8","1261.9132","796.1752"," 692569.0","2842"
"2709","IS4360"," 9","1225.2367","759.0680"," 646526.0","2754"
"2710","IS4360","10","1321.8007","769.4345"," 696982.5","2881"
"2711","IS18758"," 1","1227.1451","603.8284"," 568253.0","2780"
"2712","IS18758"," 2","1211.7232","598.8893"," 528618.5","2703"
"2713","IS18758"," 3","1289.0935","627.8707"," 598851.5","2875"
"2714","IS18758"," 4","1280.5639","581.6640"," 571641.0","2880"
"2715","IS18758"," 5","1292.3889","621.9846"," 600284.5","2949"
"2716","IS18758"," 6","1217.4009","742.0998"," 671335.0","2798"
"2717","IS18758"," 7","1251.0927","602.6068"," 558286.5","2789"
"2718","IS18758"," 8","1236.1574","650.3824"," 621196.0","2818"
"2719","IS18758"," 9","1213.5568","628.2030"," 582128.0","2818"
"2720","IS18758","10","1256.3455","670.0147"," 629995.5","2853"
"2721","IS19669"," 1","1265.2229","705.2323"," 661997.0","2978"
"2722","IS19669"," 2","1222.9881","623.4484"," 571134.0","2778"
"2723","IS19669"," 3","1260.4781","722.4124"," 661385.5","2865"
"2724","IS19669"," 4","1256.4466","619.8306"," 581418.5","2869"
"2725","IS19669"," 5","1248.6829","696.8398"," 663109.0","2958"
"2726","IS19669"," 6","1129.4587","668.5902"," 548588.5","2643"
"2727","IS19669"," 7","1220.5581","615.8298"," 571562.0","2754"
"2728","IS19669"," 8","1254.7550","643.6436"," 593024.5","2847"
"2729","IS19669"," 9","1279.8641","649.0236"," 563252.5","2877"
"2730","IS19669","10","1143.1833","633.9491"," 545093.5","2637"
"2731","IS19670"," 1","1053.2844","447.4385"," 341161.0","2248"
"2732","IS19670"," 2","1035.5544","461.7198"," 346106.0","2238"
"2733","IS19670"," 3"," 990.9152","537.5041"," 390955.0","2220"
"2734","IS19670"," 4"," 976.9386","431.1110"," 298496.0","2054"
"2735","IS19670"," 5"," 955.0801","481.8978"," 323413.5","2069"
"2736","IS19670"," 6"," 892.3228","376.2495"," 241808.5","1891"
"2737","IS19670"," 7"," 926.8808","416.9490"," 275250.5","2009"
"2738","IS19670"," 8"," 942.6054","426.6324"," 289749.5","2023"
"2739","IS19670"," 9"," 925.6619","465.0024"," 310289.0","2064"
"2740","IS19670","10","1152.7415","464.1335"," 358691.5","2421"
"2741","IS21599"," 1","1045.3177","514.2619"," 394166.0","2286"
"2742","IS21599"," 2","1056.9565","573.6064"," 435739.0","2356"
"2743","IS21599"," 3","1026.9664","539.8658"," 403587.0","2278"
"2744","IS21599"," 4","1022.6226","512.7014"," 381588.0","2238"
"2745","IS21599"," 5","1053.1515","536.0160"," 410000.0","2292"
"2746","IS21599"," 6","1008.5043","524.4132"," 389107.5","2207"
"2747","IS21599"," 7","1057.7192","566.6693"," 442554.5","2387"
"2748","IS21599"," 8","1057.4838","553.5631"," 416623.5","2299"
"2749","IS21599"," 9","1109.9050","573.0491"," 455686.5","2421"
"2750","IS21599","10","1028.5621","552.2486"," 410176.0","2270"
"2751","IS23585"," 1","1146.2085","720.4483"," 578691.5","2663"
"2752","IS23585"," 2","1103.5370","674.3906"," 549633.5","2589"
"2753","IS23585"," 3","1161.1206","708.1151"," 573906.5","2635"
"2754","IS23585"," 4","1126.7178","727.7199"," 588266.0","2648"
"2755","IS23585"," 5","1088.6000","724.0281"," 595355.0","2638"
"2756","IS23585"," 6","1078.2523","682.1910"," 511147.0","2412"
"2757","IS23585"," 7","1014.7635","644.2654"," 497091.0","2472"
"2758","IS23585"," 8","1072.6160","686.5775"," 536706.0","2524"
"2759","IS23585"," 9","1109.8865","720.0899"," 565983.5","2537"
"2760","IS23585","10","1101.9079","719.8769"," 570152.5","2581"
"2761","IS4372"," 1","1162.6212","716.3984"," 593746.5","2627"
"2762","IS4372"," 2","1214.1964","707.9431"," 614529.5","2733"
"2763","IS4372"," 3","1005.3109","599.7438"," 424815.5","2247"
"2764","IS4372"," 4","1270.9575","760.5817"," 697656.0","2874"
"2765","IS4372"," 5","1179.8322","675.4283"," 555304.5","2661"
"2766","IS4372"," 6","1171.9428","681.6689"," 575596.5","2633"
"2767","IS4372"," 7","1126.1106","718.0911"," 602903.5","2547"
"2768","IS4372"," 8","1117.4833","623.8849"," 509357.5","2469"
"2769","IS4372"," 9","1171.7018","799.0301"," 637505.0","2712"
"2770","IS4372","10"," 952.0383","618.7766"," 422555.5","2219"
"2771","IS4515"," 1","1091.3808","746.1905"," 553996.5","2571"
"2772","IS4515"," 2","1185.5754","825.2035"," 644499.5","2743"
"2773","IS4515"," 3","1261.1110","750.8705"," 672298.0","2818"
"2774","IS4515"," 4","1102.5176","747.2008"," 572536.5","2597"
"2775","IS4515"," 5","1183.0659","820.2324"," 666589.5","2721"
"2776","IS4515"," 6","1201.9526","766.5868"," 642000.5","2789"
"2777","IS4515"," 7","1236.9260","776.6439"," 692835.5","2877"
"2778","IS4515"," 8","1258.9345","726.2173"," 635725.0","2798"
"2779","IS4515"," 9","1202.3061","774.6862"," 600776.5","2661"
"2780","IS4515","10","1235.1389","810.5064"," 700570.0","2828"
"2781","IS4581"," 1","1142.8863","773.8863"," 602789.0","2678"
"2782","IS4581"," 2","1166.1599","810.9411"," 659851.0","2686"
"2783","IS4581"," 3"," 993.7656","741.0691"," 546063.0","2458"
"2784","IS4581"," 4","1192.4705","814.7346"," 668651.5","2723"
"2785","IS4581"," 5","1091.7807","831.4912"," 642575.5","2579"
"2786","IS4581"," 6","1090.5031","789.0046"," 586285.0","2494"
"2787","IS4581"," 7","1116.0506","768.3012"," 589478.0","2564"
"2788","IS4581"," 8","1124.6088","816.9356"," 636735.5","2653"
"2789","IS4581"," 9","1058.9740","750.6426"," 542162.0","2444"
"2790","IS4581","10","1122.0183","678.7242"," 541802.0","2520"
"2791","IS4613"," 1","1096.3307","681.0491"," 536171.5","2505"
"2792","IS4613"," 2","1114.3720","637.4317"," 507518.0","2488"
"2793","IS4613"," 3","1240.5084","720.4764"," 634359.0","2842"
"2794","IS4613"," 4","1081.7213","671.5880"," 527869.5","2489"
"2795","IS4613"," 5","1127.7278","631.8191"," 514195.5","2501"
"2796","IS4613"," 6","1188.3202","716.7142"," 609774.0","2716"
"2797","IS4613"," 7","1238.3513","771.0881"," 680044.0","2836"
"2798","IS4613"," 8","1109.2493","601.0128"," 479200.5","2533"
"2799","IS4613"," 9","1156.9585","657.7021"," 564461.5","2625"
"2800","IS4613","10","1240.7200","701.5975"," 610391.5","2739"
"2801","IS4631"," 1","1064.7263","742.1288"," 572126.0","2524"
"2802","IS4631"," 2","1161.9329","750.4203"," 602922.0","2684"
"2803","IS4631"," 3","1039.4191","640.2769"," 466390.0","2354"
"2804","IS4631"," 4","1148.0126","713.0409"," 566016.0","2606"
"2805","IS4631"," 5","1006.9186","701.6665"," 494656.0","2340"
"2806","IS4631"," 6","1045.7466","669.7158"," 498589.5","2373"
"2807","IS4631"," 7","1121.2908","712.3924"," 562662.5","2599"
"2808","IS4631"," 8","1104.3609","683.4034"," 535776.0","2498"
"2809","IS4631"," 9","1054.6777","684.1683"," 507282.0","2406"
"2810","IS4631","10","1014.3456","670.4963"," 459428.5","2305"
"2811","IS4951"," 1"," 948.3190","552.0452"," 367868.0","2112"
"2812","IS4951"," 2","1014.2820","613.9713"," 442166.0","2280"
"2813","IS4951"," 3"," 964.1997","559.8550"," 371713.5","2119"
"2814","IS4951"," 4","1056.1274","558.0454"," 422202.0","2272"
"2815","IS4951"," 5","1067.1551","570.9723"," 423379.0","2350"
"2816","IS4951"," 6","1013.4935","593.6782"," 435358.0","2306"
"2817","IS4951"," 7"," 940.2409","480.9991"," 329886.0","2064"
"2818","IS4951"," 8","1011.7361","562.6645"," 426065.5","2281"
"2819","IS4951"," 9"," 931.2626","509.8626"," 328985.5","1999"
"2820","IS4951","10"," 979.2242","557.8089"," 372823.5","2081"
"2821","IS5094"," 1","1012.1527","705.8817"," 491241.5","2389"
"2822","IS5094"," 2"," 950.9706","699.0174"," 484295.5","2353"
"2823","IS5094"," 3"," 975.0000","716.7785"," 487907.0","2376"
"2824","IS5094"," 4","1022.4329","736.9667"," 516457.0","2460"
"2825","IS5094"," 5"," 969.4622","668.0559"," 459542.0","2300"
"2826","IS5094"," 6","1000.6248","726.3712"," 521628.0","2402"
"2827","IS5094"," 7"," 900.5776","663.1122"," 406187.0","2180"
"2828","IS5094"," 8"," 901.2552","665.4852"," 401999.5","2191"
"2829","IS5094"," 9"," 909.1144","608.0258"," 378706.5","2153"
"2830","IS5094","10"," 944.0307","612.2523"," 398586.0","2176"
"2831","IS5295"," 1"," 946.7782","527.2681"," 360236.0","2096"
"2832","IS5295"," 2"," 820.3463","407.7400"," 245385.5","1811"
"2833","IS5295"," 3"," 845.7919","456.4456"," 283491.5","1877"
"2834","IS5295"," 4"," 875.5712","420.8167"," 268433.5","1925"
"2835","IS5295"," 5"," 977.5173","556.9825"," 374819.0","2148"
"2836","IS5295"," 6"," 986.5825","520.8596"," 380056.5","2185"
"2837","IS5295"," 7","1024.9200","450.7064"," 338213.5","2211"
"2838","IS5295"," 8"," 915.0481","575.4648"," 396223.0","2096"
"2839","IS5295"," 9"," 897.2714","482.3758"," 316493.0","1976"
"2840","IS5295","10"," 969.7015","509.8476"," 350706.5","2161"
"2841","IS5301"," 1"," 944.5893","510.8908"," 348817.0","2076"
"2842","IS5301"," 2"," 962.7715","547.1880"," 390197.5","2139"
"2843","IS5301"," 3"," 987.4918","611.4664"," 398473.0","2138"
"2844","IS5301"," 4","1011.1696","553.2603"," 406345.0","2186"
"2845","IS5301"," 5","1069.1403","571.0504"," 444356.0","2350"
"2846","IS5301"," 6","1081.2405","569.9352"," 444963.5","2347"
"2847","IS5301"," 7","1034.6367","559.5820"," 408438.0","2226"
"2848","IS5301"," 8"," 951.5051","502.8160"," 343783.0","2076"
"2849","IS5301"," 9","1013.6045","595.4838"," 435806.5","2229"
"2850","IS5301","10"," 980.0495","498.1738"," 347190.0","2138"
"2851","IS608"," 1","1140.4004","562.2938"," 483124.5","2505"
"2852","IS608"," 2","1076.5463","504.5579"," 417072.5","2377"
"2853","IS608"," 3"," 920.8192","497.9219"," 342490.5","2101"
"2854","IS608"," 4","1099.7695","556.8103"," 471184.0","2484"
"2855","IS608"," 5","1076.2695","588.7745"," 475203.0","2436"
"2856","IS608"," 6"," 957.5620","560.3188"," 409410.5","2199"
"2857","IS608"," 7"," 986.4492","559.6071"," 417355.5","2245"
"2858","IS608"," 8"," 858.5220","489.1453"," 324620.0","2014"
"2859","IS608"," 9","1044.6205","560.9769"," 447977.0","2400"
"2860","IS608","10","1021.4328","585.3219"," 466423.0","2374"
"2861","IS5386"," 1"," 958.6668","728.1925"," 464443.5","2323"
"2862","IS5386"," 2","1108.6226","635.8918"," 496581.0","2480"
"2863","IS5386"," 3","1091.4440","701.9371"," 503562.5","2507"
"2864","IS5386"," 4","1111.0365","666.8737"," 519369.5","2475"
"2865","IS5386"," 5","1091.0330","610.4536"," 488506.0","2464"
"2866","IS5386"," 6"," 994.6346","640.7278"," 432857.5","2275"
"2867","IS5386"," 7","1041.4975","617.3294"," 430612.0","2354"
"2868","IS5386"," 8","1116.9355","736.8796"," 550047.5","2617"
"2869","IS5386"," 9","1019.2154","592.1339"," 415061.0","2294"
"2870","IS5386","10"," 919.6461","580.3015"," 357514.0","2080"
"2871","IS5667"," 1","1120.4932","692.8752"," 513409.0","2544"
"2872","IS5667"," 2","1203.1563","750.0131"," 624584.5","2751"
"2873","IS5667"," 3","1194.4840","832.6709"," 665427.5","2769"
"2874","IS5667"," 4","1085.8517","772.8716"," 556347.0","2552"
"2875","IS5667"," 5","1217.4978","816.9025"," 652614.5","2769"
"2876","IS5667"," 6","1030.8079","633.1053"," 458957.0","2420"
"2877","IS5667"," 7","1177.0896","740.7354"," 566800.5","2683"
"2878","IS5667"," 8","1139.7868","744.7340"," 569852.5","2677"
"2879","IS5667"," 9","1245.7821","897.5502"," 715556.0","2926"
"2880","IS5667","10","1093.6476","753.5700"," 549901.5","2595"
"2881","IS5919"," 1"," 775.9446","815.2966"," 576676.5","2559"
"2882","IS5919"," 2","1204.4003","650.7936"," 556765.5","2623"
"2883","IS5919"," 3","1233.4602","700.1993"," 582522.5","2741"
"2884","IS5919"," 4","1240.1343","716.0644"," 619820.5","2731"
"2885","IS5919"," 5","1245.4919","656.4876"," 569852.5","2687"
"2886","IS5919"," 6","1168.7643","704.1120"," 572983.5","2627"
"2887","IS5919"," 7","1210.3718","607.0614"," 515873.0","2688"
"2888","IS5919"," 8","1106.9896","588.0200"," 476753.0","2498"
"2889","IS5919"," 9","1240.8324","671.3679"," 586070.5","2859"
"2890","IS5919","10","1148.5073","659.0093"," 528196.5","2599"
"2891","IS6351"," 1","1136.6112","693.9207"," 532729.5","2505"
"2892","IS6351"," 2","1069.1983","715.3266"," 521037.5","2489"
"2893","IS6351"," 3","1155.0584","703.2268"," 571126.5","2525"
"2894","IS6351"," 4","1196.8563","711.9518"," 606807.5","2663"
"2895","IS6351"," 5","1182.1324","687.7749"," 569824.0","2654"
"2896","IS6351"," 6","1145.5152","710.6235"," 569726.0","2608"
"2897","IS6351"," 7","1068.2659","654.5580"," 478172.0","2398"
"2898","IS6351"," 8","1120.2321","683.3066"," 533436.5","2521"
"2899","IS6351"," 9","1029.4450","657.4348"," 497083.0","2358"
"2900","IS6351","10","1045.8226","708.4748"," 519359.0","2406"
"2901","IS6354"," 1","1105.0593","727.9103"," 568687.5","2475"
"2902","IS6354"," 2","1065.7134","694.5404"," 521805.0","2398"
"2903","IS6354"," 3","1057.4914","673.7076"," 473507.0","2390"
"2904","IS6354"," 4","1099.3307","704.8907"," 529819.5","2505"
"2905","IS6354"," 5","1070.9295","708.3632"," 520368.5","2453"
"2906","IS6354"," 6","1044.8698","654.6366"," 485184.0","2306"
"2907","IS6354"," 7","1038.0872","651.4723"," 461695.5","2361"
"2908","IS6354"," 8","1017.3190","691.2856"," 469596.0","2352"
"2909","IS6354"," 9"," 918.9042","634.8050"," 405284.0","2134"
"2910","IS6354","10","1026.4745","673.7917"," 487401.5","2307"
"2911","IS6421"," 1","1326.1410","836.2987"," 747223.0","3006"
"2912","IS6421"," 2","1164.4441","750.7454"," 584503.5","2717"
"2913","IS6421"," 3","1276.4772","755.2278"," 659636.0","2914"
"2914","IS6421"," 4","1224.9739","716.3736"," 588232.0","2794"
"2915","IS6421"," 5","1190.6238","794.2652"," 668507.0","2768"
"2916","IS6421"," 6","1323.8508","745.9609"," 685053.5","3011"
"2917","IS6421"," 7","1296.9449","722.6475"," 634320.0","2904"
"2918","IS6421"," 8","1169.6461","720.9360"," 584338.5","2667"
"2919","IS6421"," 9","1052.2001","733.8338"," 552639.0","2528"
"2920","IS6421","10","1308.3272","916.3564"," 845108.5","3025"
"2921","IS7250"," 1","1103.2139","607.2603"," 468407.5","2471"
"2922","IS7250"," 2","1148.0039","626.2339"," 497165.5","2483"
"2923","IS7250"," 3","1146.2831","631.9591"," 518499.0","2486"
"2924","IS7250"," 4","1132.3365","587.4058"," 494678.0","2490"
"2925","IS7250"," 5","1063.5826","604.8839"," 487801.5","2379"
"2926","IS7250"," 6","1078.4748","578.0719"," 454998.0","2368"
"2927","IS7250"," 7","1134.2495","561.2187"," 465725.0","2462"
"2928","IS7250"," 8","1186.0675","590.0153"," 506586.5","2575"
"2929","IS7250"," 9","1168.3428","582.3222"," 478697.0","2540"
"2930","IS7250","10","1173.9987","584.6241"," 506083.5","2517"
"2931","IS7310"," 1","1347.8190","610.7200"," 592285.0","2864"
"2932","IS7310"," 2","1388.8945","643.7119"," 621493.0","2944"
"2933","IS7310"," 3","1367.2736","607.3547"," 586085.5","2897"
"2934","IS7310"," 4","1304.4554","623.4433"," 589632.0","2790"
"2935","IS7310"," 5","1404.9292","631.3706"," 628551.5","2985"
"2936","IS7310"," 6","1402.7630","616.0813"," 636318.0","2978"
"2937","IS7310"," 7","1409.4460","598.9474"," 588716.0","2976"
"2938","IS7310"," 8","1421.9933","634.4151"," 647394.0","3050"
"2939","IS7310"," 9","1284.7482","545.8961"," 513023.5","2747"
"2940","IS7310","10","1288.6415","648.0445"," 584449.5","2813"
"2941","IS613"," 1"," 915.9263","552.9440"," 385214.5","2129"
"2942","IS613"," 2"," 929.9640","512.5381"," 340560.0","2092"
"2943","IS613"," 3"," 981.4734","549.4749"," 406001.0","2246"
