"","linename","seed.num","side.length","side.thickness","side.area","side.perimeter"
"1351","IS20632"," 1","1238.8676","469.2624"," 433077.0","2706"
"1352","IS20632"," 2","1219.1854","566.7415"," 499785.0","2620"
"1353","IS20632"," 3","1195.4183","513.0965"," 436025.5","2597"
"1354","IS20632"," 4","1190.9601","527.8481"," 456883.0","2604"
"1355","IS20632"," 5","1214.1178","500.1903"," 449267.0","2654"
"1356","IS20632"," 6","1205.6637","523.1475"," 465658.0","2632"
"1357","IS20632"," 7","1195.2439","521.5672"," 432861.0","2578"
"1358","IS20632"," 8","1034.2582","476.1364"," 370036.5","2337"
"1359","IS20632"," 9","1210.2504","525.6830"," 465173.0","2736"
"1360","IS20632","10","1196.1041","532.9352"," 484487.0","2668"
"1361","IS20697"," 1","1112.2522","573.0067"," 468470.0","2510"
"1362","IS20697"," 2","1049.3522","658.0746"," 498602.0","2370"
"1363","IS20697"," 3"," 965.2865","733.9614"," 479293.0","2390"
"1364","IS20697"," 4","1086.7037","642.7253"," 505173.0","2514"
"1365","IS20697"," 5","1092.6610","617.7195"," 519231.5","2521"
"1366","IS20697"," 6"," 981.6074","609.2548"," 456195.0","2286"
"1367","IS20697"," 7"," 981.9572","570.8069"," 419664.5","2261"
"1368","IS20697"," 8","1011.3298","665.7433"," 515080.5","2421"
"1369","IS20697"," 9","1022.8206","668.7575"," 499197.0","2364"
"1370","IS20697","10","1057.6469","592.5891"," 461009.0","2398"
"1371","IS20713"," 1","1127.6684","753.1505"," 617856.0","2728"
"1372","IS20713"," 2","1073.1710","692.1916"," 556426.0","2584"
"1373","IS20713"," 3","1040.4254","591.7801"," 459434.5","2431"
"1374","IS20713"," 4","1033.2730","671.3502"," 514870.5","2501"
"1375","IS20713"," 5","1148.6727","784.0301"," 660047.0","2774"
"1376","IS20713"," 6","1042.8236","634.6539"," 479642.5","2391"
"1377","IS20713"," 7","1039.0693","539.2922"," 413249.5","2299"
"1378","IS20713"," 8","1068.7998","733.7445"," 575460.5","2591"
"1379","IS20713"," 9","1089.5430","699.0270"," 554138.5","2563"
"1380","IS20713","10","1070.0103","641.1060"," 499276.5","2511"
"1381","IS20727"," 1","1130.7011","597.1118"," 498868.0","2496"
"1382","IS20727"," 2","1007.5078","538.6837"," 382414.5","2163"
"1383","IS20727"," 3","1032.7154","512.2147"," 388971.0","2248"
"1384","IS20727"," 4"," 978.6118","542.9640"," 402412.0","2190"
"1385","IS20727"," 5"," 966.0331","532.0666"," 387254.5","2163"
"1386","IS20727"," 6"," 873.5491","500.5054"," 326506.0","2008"
"1387","IS20727"," 7"," 956.9629","473.9588"," 337124.0","2082"
"1388","IS20727"," 8","1008.9331","477.2864"," 346481.0","2184"
"1389","IS20727"," 9"," 940.2260","515.0368"," 355762.0","2080"
"1390","IS20727","10"," 989.5762","568.9638"," 410401.5","2203"
"1391","IS20740"," 1","1210.7638","533.2171"," 486766.0","2664"
"1392","IS20740"," 2","1339.0448","599.2085"," 553134.0","2920"
"1393","IS20740"," 3","1260.8684","572.4515"," 525862.5","2735"
"1394","IS20740"," 4","1287.9037","531.1065"," 523134.0","2914"
"1395","IS20740"," 5","1176.6877","526.9690"," 468479.5","2653"
"1396","IS20740"," 6","1093.5927","430.4967"," 358513.5","2393"
"1397","IS20740"," 7","1166.6829","538.1659"," 468212.0","2554"
"1398","IS20740"," 8","1241.6396","501.8888"," 459160.5","2605"
"1399","IS20740"," 9","1066.2312","451.9601"," 383399.5","2347"
